compound,SMILES
1667760395,CC/C=C\C[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)OCC)O
1668551196,CC1=CC(=O)C2=C(C=C(C(=C2OC1)OC)C3=CC=C(C=C3)O)O
1669434938,CCC[C@@H](C(=O)C1=CC2=C(C=C1)OCO2)N3CCCC3.Cl
1670236040,CC(C)CCC(=O)C1=C(C=C(C=C1O)C2=CC=C(C=C2)OC)O
1670239129,COC1=C(C=CC(=C1)C=O)C2=CC=C(C=C2)O
1672665494,CS(=O)(=O)C1=C2[C@@H](C(CC2=C(C=C1)OC3=CC(=CC(=C3)C#N)F)(F)F)O
1673565406,C[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]2CSSC[C@H]3C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@H]4C(=O)NCC(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCSC)CCC(=O)N)CC5=CNC=N5)CC(=O)O)[C@@H](C)O)[C@@H](C)O)CC6=CC=CC=C6)NC(=O)[C@@H]7CCCN7C(=O)[C@@H](NC(=O)[C@H](CSSC[C@@H](C(=O)N4)NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)CC(=O)O)CC(=O)O)NC(=O)[C@H](CCSC)N)CCSC)C(=O)N[C@H](C(=O)NCC(=O)N8CCC[C@H]8C(=O)N[C@H](C(=O)N3)CCC(=O)N)CC9=CC=C(C=C9)O)CCCCNC(=O)CCCCCN\1C2=C(C3=CC=CC=C3C=C2)C(/C1=C/C=C/C=C/C=C/C1=[N+](C2=C(C1(C)C)C1=CC=CC=C1C=C2)CCCCS(=O)(=O)[O-])(C)C)CCCNC(=N)N)CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)CC(C)C)CCCNC(=N)N)CCCNC(=N)N
1673568734,C1CN(CCC12C[C@H](NC2)C(=O)O)C3=CC(=NC(=N3)N)O[C@H](C4=C(C=C(C=C4)Cl)C5=CC=CC=C5)C(F)(F)F
1674389559,CCCC(C(=O)C1=CC(=C(C=C1)OC)OC)NCC
1675975902,C[C@](CCCC(C)(C)O)(C1=C(C=C(C=C1)C(=O)O)O)O
1686108826,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCC(=O)NCCCC[C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC3=CNC4=CC=CC=C43)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)NCC(=O)NCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC5=CC=CC=C5)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC6=CNC=N6)N)C(=O)O
1687746797,C[C@H]1[C@]2([C@H]([C@@H](O1)[C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O[P+](O)(OC[C@]56[C@@H](O[C@H]([C@@H]5O[P+](O)(OC[C@@H]7[C@H](C([C@@H](O7)N8C=C(C(=NC8=O)N)C)OCCOC)O[P+](O)(OC[C@@H]9[C@H](C([C@@H](O9)N1C=NC2=C1N=CN=C2N)OCCOC)O)[S-])[S-])[C@@H](O6)N1C=NC2=C1N=CN=C2N)C)[S-])CO[P+](O)(O[C@H]1C[C@@H](O[C@@H]1CO[P+](O)(O[C@H]1C[C@@H](O[C@@H]1CO[P+](O)(O[C@H]1C[C@@H](O[C@@H]1CO[P+](O)(O[C@H]1C[C@@H](O[C@@H]1CO[P+](O)(O[C@H]1C[C@@H](O[C@@H]1CO[P+](O)(O[C@H]1C[C@@H](O[C@@H]1CO[P+](O)(O[C@H]1C[C@@H](O[C@@H]1CO[P+](O)(O[C@H]1C[C@@H](O[C@@H]1CO[P+](O)(O[C@H]1[C@@H]2[C@@H](O[C@]1([C@@H](O2)C)CO[P+](O)(O[C@H]1[C@@H]2[C@@H](O[C@]1([C@@H](O2)C)CO[P+](O)(O[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)N1C=C(C(=NC1=O)N)C)CO[P+](O)(O[C@@H]1[C@H](O[C@H]([C@@H]1OCCOC)N1C=C(C(=O)NC1=O)C)CO)[S-])[S-])N1C=C(C(=NC1=O)N)C)[S-])N1C=C(C(=NC1=O)N)C)[S-])N1C=NC2=C1N=C(NC2=O)N)[S-])N1C=NC2=C1N=CN=C2N)[S-])N1C=NC2=C1N=CN=C2N)[S-])N1C=C(C(=O)NC1=O)C)[S-])N1C=NC2=C1N=C(NC2=O)N)[S-])N1C=C(C(=O)NC1=O)C)[S-])N1C=C(C(=NC1=O)N)C)[S-])N1C=C(C(=NC1=O)N)C)[S-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
1688661951,[2H]C([2H])([2H])OC1=C(C=C2[C@H]3CC(=O)[C@@H](CN3CCC2=C1)CC(C)(C)O)OC([2H])([2H])[2H]
1691221676,CC1=C(C2=C(N1)C=CC(=C2)F)C3=NC4=C(N3)C5=C(C6=C4C=CC=N6)N=CC=C5.Cl
1691240784,CC[C@@H]1[C@@]2([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H](C(=O)[C@H](C(=O)O1)C)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)[C@@H](C(=O)O2)/C(=N/O[C@@H](C)C4=NN=C(S4)C5=CC=CC=N5)/N)C
1691249452,C=CC(=O)N1CCC(CC1)[C@@H]2CCNC3=C(C(=NN23)C4=CC=C(C=C4)OC5=CC=CC=C5)C(=O)N
1693758518,C[C@@H](C1=CC2=CC=CC(=C2C(=O)N1C3=CC=CC=C3)C#CC4=CN(N=C4)C)NC(=O)C5=C6N=CC=CN6N=C5N
1700651995,CC(C)C1=CC2=C(CC1)[C@]3(CCC[C@@]([C@@H]3CC2)(C)C(=O)OCC(CO)O)C
1700652001,CC(=C1CC[C@H]2C(=C1)CC[C@@H]3[C@@]2(CCC[C@@]3(C)C(=O)OCC(CO)O)C)C
1700652012,CC(C)C1=CC[C@H]2C(=C1)CC[C@@H]3[C@@]2(CCC[C@@]3(C)C(=O)OCC(CO)O)C
1700652023,C[C@]1(CC[C@H]2C(=C1)CC[C@@H]3[C@@]2(CCC[C@@]3(C)C(=O)OCC(CO)O)C)C=C
1700652034,C[C@@]1(CC[C@H]2C(=C1)CC[C@@H]3[C@@]2(CCC[C@@]3(C)C(=O)OCC(CO)O)C)C=C
1700652045,C[C@@]1(CC[C@H]2C(=CC[C@@H]3[C@@]2(CCC[C@@]3(C)C(=O)OCC(CO)O)C)C1)C=C
1702259662,CCN1CCN(CC1)C2=CC(=C(C=C2)NC3=CC(=NC=N3)N(C)C(=O)NC4=C(C(=CC(=C4Cl)OC)OC)Cl)NC(=O)C=C
1702365669,CC1=C2C[C@@H](CCC2=CC(=C1O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)C(=C)C
1702365670,C[C@@H]1[C@H](C(=O)C=C2[C@]1(C[C@@H](CC2)C(=C)C)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
1702816758,CC(C)(C1CCN(CC1)CC2=C3C(=CC(=C2)F)C(=NC(=N3)N4CCOCC4)C5=CC(=C(N=C5)OC)NS(=O)(=O)C)O
1702843353,C[C@]1([C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)COP(=O)(O)O)O)Cl
1702967370,C1CC(CCC1CNC(=O)CN2CCN(CCN(CCN(CC2)CC(=O)O)CC(=O)O)CC(=O)O)C(=O)N[C@@H](CC3=CC4=CC=CC=C4C=C3)C(=O)NCCCC[C@@H](C(=O)O)NC(=O)N[C@@H](CCC(=O)O)C(=O)O
1703748893,CC1=CC=CC=C1C2=CC(=NC=C2N(C)C(=O)C(C)(C)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)N4CC[N+](CC4)(C)COP(=O)(O)[O-]
1703788219,CC1=NN(C=C1CN2C[C@@H](CO2)O)C3=NC(=NC=C3)NC4=CC5=C(C=C4)N(C=C5C(=O)C6CC6)C
1703793343,C[C@](C1=CC=C(C=C1)F)(C2=CN=C(N=C2)N3CCN(CC3)C4=NC=NN5C4=CC(=C5)C6=CN(N=C6)C)N
1704738033,C[C@@H]1[C@@H]2C[C@]([C@@H](/C=C/C=C(/CC3=CC(=C(C(=C3)OC)Cl)N(C(=O)C[C@@H]([C@]4([C@H]1O4)C)OC(=O)[C@H](C)N(C)C(=O)CCC(C)(C)SSCCC(C(=O)NCCCC[C@@H](C(=O)O)N)S(=O)(=O)O)C)\C)OC)(NC(=O)O2)O
1706777469,C1C[C@H](CNC1)C(=O)NNC(=O)[C@@H]2CC[C@@H]3CN2C(=O)N3OS(=O)(=O)[O-].[Na+]
1706777492,C1C[C@H](CNC1)C(=O)NNC(=O)[C@@H]2CC[C@@H]3CN2C(=O)N3OS(=O)(=O)[O-].[K+]
1707147269,CNC1=NC=C(C=C1)C2=NC3=C(C=C2)C=C(C=C3)OC[C@@H](CF)O
1707148682,CNC1=NC=C(C=C1)C2=NC3=C(C=C2)C=C(C=C3)OC[C@@H](C[18F])O
1707289211,COC1=CC(=C(C(=C1Cl)C2=CC3=CN=C(N=C3C=C2)N[C@@H]4COCC[C@@H]4NC(=O)C=C)Cl)OC
1708930157,C1C[N+]2(CCC1[C@H](C2)O)CCCOC3=CC=CC=C3.[Br-]
1708947481,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@@H]([C@@H](C)C(=O)N[C@@H](CC2=CNC3=CC=CC=C32)C(=O)N4CCCCO4)OC)OC)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)N(C)CCCCCC(=O)NCCCC[C@@H](C(=O)O)N
1708960046,C1CN(CCN1CCCCOC2=CC3=C(C=C2)OCC(=O)N3)C4=C(C(=CC=C4)Cl)Cl.Cl
1708971554,CN1CCN(C(=O)C1)CC2=C(N=C3C(=C2)CCCN3C(=O)NC4=NC=C(C(=C4)NCCOC)C#N)C=O
1708971601,CN1CCN(C(=O)C1)CC2=C(N=C3C(=C2)CCCN3C(=O)NC4=NC=C(C(=C4)NCCOC)C#N)C=O.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
1709021077,C1C[N+]2(CCC1[C@H](C2)O)CCCOC3=CC=CC=C3
1709806756,COCCOC(=O)NCCCC[C@@H](C(=O)O)N
1715016742,CC(C)C(C(=O)OC)NC(=O)C1=NN(C2=CC=CC=C21)CCCCCF
1715016753,CC(C)(C)C(C(=O)OC)NC(=O)C1=NN(C2=CC=CC=C21)CCCCCF
1715016764,CC(C)C(C(=O)OC)NC(=O)C1=NN(C2=CC=CC=C21)CC3=CC=C(C=C3)F
1715016775,CC(C)(C)[C@@H](C(=O)OC)NC(=O)C1=NN(C2=CC=CC=C21)CC3=CC=C(C=C3)F
1715016786,CC(C)(C)C(C(=O)OC)NC(=O)C1=NN(C2=CC=CC=C21)CC3CCCCC3
1771698895,C[C@@H]([C@H](C1=CC=CC=C1)O)N2CCCC2
1773489727,CN1C2=C(COC3=C2C=C(C=C3)Cl)C(=N1)C(=O)N(CC4=CC=CC=C4)CC5=CC=C(C=C5)C(=O)O
1773559811,CC[N+]1=CC=CC=C1C2=C3C=CC(=C(C4=NC(=C(C5=CC=C([N-]5)C(=C6C=CC2=N6)C7=CC=CC=[N+]7CC)C8=CC=CC=[N+]8CC)C=C4)C9=CC=CC=[N+]9CC)[N-]3.[Cl-].[Mn+3]
1776085994,C1CCC(CC1)NC(=O)C2=CN(C3=CC=CC=C32)CCCCCF
1776086000,C1CCC(CC1)CNC(=O)C2=CN(C3=CC=CC=C32)CCCCCF
1776086011,C1=CC=C(C=C1)NC(=O)C2=CN(C3=CC=CC=C32)CCCCCF
1776086022,C1=CC=C(C=C1)CNC(=O)C2=CN(C3=CC=CC=C32)CCCCCF
1776112903,CN1C=C(C(=N1)OC)NC2=NC(=NC3=C2N=CN3C)N4C[C@H]([C@@H](C4)F)NC(=O)C=C
1777721706,C1CC2CCC1[C@@H]([C@H]2NC3=NC(=NC=C3F)C4=CNC5=NC=C(C=C45)F)C(=O)O.C1CC2CCC1[C@@H]([C@H]2NC3=NC(=NC=C3F)C4=CNC5=NC=C(C=C45)F)C(=O)O.O.Cl.Cl
1777721875,C1CC2CCC1[C@@H]([C@H]2NC3=NC(=NC=C3F)C4=CNC5=NC=C(C=C45)F)C(=O)O.Cl
1778691885,C1CN(CCN(CCN1CC(=O)NCCOCCOCCNC(=O)CC[C@@H](C(=O)O)NC(=O)C2=CC=C(C=C2)NCC3=CN=C4C(=N3)C(=O)NC(=N4)N)CC(=O)O)CC(=O)O
1781244776,CN1N=CC(=N1)S(=O)(=O)N2CC[C@H]3CC4=C(C[C@@]3(C2)C(=O)C5=NC=CC(=C5)C(F)(F)F)C=NN4C6=CC=C(C=C6)F
1782108319,CC1=CN(C(=O)NC1=O)[C@H]2[C@H]3[C@@H]([C@@](O2)(CCO3)COP(=S)(O)O[C@@H]4[C@H](O[C@H]([C@@H]4OC)N5C=NC6=C5N=CN=C6N)COP(=S)(O)O[C@@H]7[C@H](O[C@H]([C@@H]7OC)N8C=NC9=C8N=CN=C9N)COP(=S)(O)O[C@H]1[C@@H]2[C@@H](O[C@]1(CCO2)COP(=S)(O)O[C@H]1[C@@H]2[C@@H](O[C@]1(CCO2)COP(=S)(O)O[C@@H]1[C@H](O[C@H]([C@@H]1OC)N1C=CC(=NC1=O)N)COP(=S)(O)O[C@@H]1[C@H](O[C@H]([C@@H]1OC)N1C=NC2=C1N=C(NC2=O)N)COP(=S)(O)O[C@H]1[C@@H]2[C@@H](O[C@]1(CCO2)COP(=S)(O)O[C@H]1[C@@H]2[C@@H](O[C@]1(CCO2)COP(=O)(O[C@@H]1[C@H](O[C@H]([C@@H]1OC)N1C=NC2=C1N=C(NC2=O)N)COP(=S)(O)O[C@H]1[C@@H]2[C@@H](O[C@]1(CCO2)CO)N1C=C(C(=NC1=O)N)C)S)N1C=C(C(=NC1=O)N)C)N1C=C(C(=O)NC1=O)C)N1C=C(C(=NC1=O)N)C)N1C=C(C(=NC1=O)N)C)OP(=S)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC2=C1N=C(NC2=O)N)OC)OP(=S)(O)OC[C@]12CCO[C@H]([C@@H]1OP(=S)(O)OC[C@]13CCO[C@H]([C@@H]1OP(=S)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=NC4=C1N=CN=C4N)OC)OP(=S)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N1C=CC(=O)NC1=O)OC)OP(=S)(O)OC[C@]14CCO[C@H]([C@@H]1OP(=S)(O)OC[C@]15CCO[C@H]([C@@H]1OP(=S)(O)OCCO)[C@@H](O5)N1C=C(C(=NC1=O)N)C)[C@@H](O4)N1C=C(C(=NC1=O)N)C)[C@@H](O3)N1C=C(C(=NC1=O)N)C)[C@@H](O2)N1C=C(C(=NC1=O)N)C
1784750157,C1=C2C(C3=CC(=C(C(=C3OC2=C(C(=C1I)O)I)I)[O-])I)C4=C(C(=C(C(=C4Cl)Cl)Cl)Cl)C(=O)[O-].[Na+].[Na+]
1784778104,CC1=NC=CC(=C1)C(=O)NC2=NC3=C(N2[C@@H]4CCCCN(C4)C(=O)/C=C/CN(C)C)C(=CC=C3)Cl.CS(=O)(=O)O.O.O.O
1788085686,CC(C)C1=C2C=CC=NC2=CC=C1
1788894063,C1[C@@H]2CN(C[C@@H]2CN1)C(=O)C3=CC=C(O3)Cl.Cl
1789510800,C1=CC(=CC=C1CN)NC(=O)COCC(=O)O
1791396456,CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC=C4Br.CS(=O)(=O)O.CS(=O)(=O)O.O
1791396467,CN1CCN(CC1)CC2=CN(C3=C2C=C(C=C3)OC)S(=O)(=O)C4=CC=CC=C4Br.CS(=O)(=O)O.CS(=O)(=O)O
1792180814,C[C@H]1CC[C@H](CN1C(=O)C=C)NC2=NC=NC3=C2C=CN3
1792993840,CC1=C(C=CC2=C1N=C(N2)[C@@]3(CCCN3C(=O)C4=C(C=CC(=C4)OC)N5N=CC=N5)C)Cl.Cl
1793059581,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCCCCC(=O)NO.Cl
1793075634,C1CC(CCC1[C@@H](C[C@H]2C3=C(C=CC=C3F)C4=CN=CN24)O)O.OP(=O)(O)O
1794827487,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O.O
1795134063,[2H]C1(C(C(N(C1([2H])[2H])C/C=C(/C2=CC=C(C=C2)C)\C3=CC=CC=N3)([2H])[2H])([2H])[2H])[2H].Cl
1795232222,CC#C[C@@H](CC(=O)O)C1=CC=C(C=C1)OCC2=CN3C(=NC(=N3)C4=C(C=CC=C4C)C)C=C2
1796641105,C1=CC(=CC(=C1)Cl)C(=O)NC(=NC2=NNC(=C2)C(F)(F)F)NC3=CC(=CC(=C3)Cl)F
1797030228,C[N+]1(CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC)[O-]
1797103219,CCCC1=NN(C2=C1N=C(NC2=O)C3=CC(=CC(=C3OCC)[N+](=O)[O-])[N+](=O)[O-])C
1797981997,CC1=CC=CC(=C1C)C(=O)C(C)NC.Cl
1799493165,CC1=C(C=CC=C1C(=O)NC2=CN=C(C=C2)N)C3=CC=C(C=C3)OC(F)(F)F
1799493223,CC1=C(C=CC=C1C(=O)NC2=CN=C(C=C2)N(C[C@H](C)O)CC(=O)C)C3=CC=C(C=C3)OC(F)(F)F
1799630048,CC[C@H](C)CCC(=O)N[C@H](C(C)C)C(=O)O
1799638199,CC1=C(C=CC(=C1Cl)OCCN2CCN(CC2)C)C3=C(SC4=NC=NC(=C34)O[C@H](CC5=CC=CC=C5OCC6=NC(=NC=C6)C7=CC=CC=C7CO)C(=O)O)C8=CC=C(C=C8)F
1799809361,C1CN(CCC1N2CCC3=CC=CC=C3C2)C(=O)C4=CN=C(N=C4)N5CC6(C5)COC6
1799824080,CCN1CCN(CC1)C2CN(C2)C3=CC=CC(=N3)CN4C[C@H]5N([C@H](C4=O)CC6=C(C=C(C=C6)O)F)C(=O)CN(N5C(=O)NCC7=CC=CC=C7)CC=C
1800046950,C1CN(CCN1C2COC2)C3=CC=C(C=C3)NC4=NC(=CN5C4=NC=C5)C6=CN=CC(=N6)N
1800047000,C1CN(CCN1C2COC2)C3=CC=C(C=C3)NC4=NC(=CN5C4=NC=C5)C6=CN=CC(=N6)N.C1CN(CCN1C2COC2)C3=CC=C(C=C3)NC4=NC(=CN5C4=NC=C5)C6=CN=CC(=N6)N.C(CC(=O)O)C(=O)O.C(CC(=O)O)C(=O)O.C(CC(=O)O)C(=O)O
1800098365,C1=CC=C2C(=C1)C(=CN2CC3=CC=C(C=C3)F)C(=O)OC4=CC=CC5=C4N=CC=C5
1800098376,CCCCCCC(C(=O)C1=CC=C(C=C1)OC)N2CCCC2
1800101603,CC(C)[C@@H](C(=O)N)NC(=O)C1=NN(C2=CC=CC=C21)CCCCCF
1800340402,CC1=C(N(N=N1)C)C2=CC3=C(C4=C(N3[C@@H](C5CCOCC5)C6=CC=CC=C6)C=C(C=C4)C(C)(C)O)N=C2
1800405304,CC(C)C1=NC2=C(N1)C(=O)C(=O)C3=CC=CC=C32
1801338215,CC(C)(C)[C@@H](C(=O)N)NC(=O)C1=NN(C2=CC=CC=C21)CCCCCF
1801338259,CCCCCN1C=C(C2=CC=CC=C21)C(=O)N[C@H](C(=O)N)C(C)(C)C
1801338260,CC(C)[C@@H](C(=O)N)NC(=O)C1=CN(C2=CC=CC=C21)CCCCCF
1801338271,CC(C)(C)[C@@H](C(=O)N)NC(=O)C1=CN(C2=CC=CC=C21)CCCCCF
1801415235,C[C@H]([C@H]1C(=O)N[C@@H](CSSC[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)CCCCN)CC2=CC=C(C=C2)NC(=O)N)CC3=CC=C(C=C3)NC(=O)[C@@H]4CC(=O)NC(=O)N4)NC(=O)[C@H](CC5=CC=C(C=C5)Cl)N)C(=O)N[C@H](CC6=CC=C(C=C6)O)C(=O)N)O
1801552011,C1=CC=C2C(=C1)C=CC=C2C(=O)C3=NN(C4=CC=CC=C43)CCCCCF
1801552022,CC(C)[C@@H](C(=O)N)NC(=O)C1=NN(C2=CC=CC=C21)CCCCCCl
1801552033,CC(C)[C@@H](C(=O)OC)NC(=O)C1=NN(C2=CC=CC=C21)CCCCCF
1801552044,CCCCCC(C(=O)C1=CC=C(C=C1)OC)N2CCCC2
1801749449,CC(=O)OCC(C)(C)C(=O)CN1C2=CC=CC=C2C(=N[C@H](C1=O)NC(=O)NC3=CC(=CC=C3)NC)C4=CC=CC=N4
1801837966,CC(COC(=O)C1=CC=CC=C1)OC(C)COC(=O)C2=CC=CC=C2
1802148055,CN1C2=C(C=CC(=C2)C3=CC=C(C=C3)C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)OC1=O
1802220025,C[C@H]1CNC(=O)C2=C3N=C(C=CN3N=C2)N[C@@H](C4=C(O1)C=CC(=C4)F)C
1802359961,[H+].[H+].[H+].[H+].[H+].[H+].[H+].[H+].[H+].C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[O-]P(=O)([O-])OP(=O)([O-])[O-].[O-]P(=O)([O-])OP(=O)([O-])[O-].[O-]P(=O)([O-])OP(=O)([O-])[O-].[Fe+3].[Fe+3].[Fe+3].[Fe+3]
1802485273,CCCCCC(CCC)COCCOCCOCCO
1802706042,CCS(=O)(=O)C1=CN=C(C=C1)CNC(=O)C2=CC3=C([C@@H](N(C3)CC4CCC(CC4)C(F)(F)F)C(C)C)N=C2
1802929436,CNC1=NC=C2C=C(C(=O)N(C2=N1)CCCN3CCN(CC3)C(=O)C=C)C4=C(C(=CC(=C4Cl)OC)OC)Cl
1802998759,C1CC1C(=O)NC2=NN3C(=N2)C=CC=C3C4=CC=C(C=C4)CN5CCS(=O)(=O)CC5.C(=C\C(=O)O)\C(=O)O
1803036932,CC1=C(C=CC2=C1OC[C@H]([C@H]2C3=CC=C(C=C3)O)C4=CC(=C(C(=C4)OC)O)OC)O
1803108033,CC(C)O/N=C(\CNC(=O)C1=CN(N=C1C(F)F)C)/C2=C(C=C(C=C2)C#CC3CC3)Cl
1803592020,CCN(CC(=O)N1[C@H](CC2=C([C@@H]1C3=CC4=C(C=C3)OCO4)NC5=CC=CC=C25)C(=O)OC)CC(=O)N6[C@H](CC7=C([C@@H]6C8=CC9=C(C=C8)OCO9)NC1=CC=CC=C71)C(=O)OC
1805788797,CC(C)C(C(=O)N)NC(=O)C1=NN(C2=CC=CC=C21)CC3CCCCC3
1805789541,CC(C)C1=C2N=C(C=C(N2N=C1)NCC3=CC=CC=C3)NC[C@H]4CCNC[C@@H]4O.Cl
1805833753,CC(C)C1=C2N=C(C=C(N2N=C1)NCC3=CC=CC=C3)NC[C@H]4CCNC[C@@H]4O
1807454596,CC1=C(C=CO1)C(=O)NC2=NN(C3=CC=CC=C32)CC4=CC=C(C=C4)C(F)(F)F
1807497115,CC(=O)OP(=O)(N(C[C@H]1CN(C(=O)O1)C2=CC(=C(C(=C2F)F)N3CCC(=O)C=C3)F)C4=NOC=C4)O
1807607722,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3C=C(N=C3)C(=O)O)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5
1807652432,CCCCCC1=C(C(=C(C(=O)C1=O)C/C=C(\C)/CCC=C(C)C)O)NCC
1807883506,CC(C)C1=CC(=CC(=C1)/C=C/C(=O)OC)C(C)C
1807913161,CC1=CC(=C(C=C1)N(C(=O)C(F)(F)F)/N=C/C2=CC(=CC=C2)OC)C
1808153798,C1=CC(=CC=C1C[C@H](C(=O)O)N)NC(=O)N
1808266581,C[N+](C)(C)CCOC(=O)CCCC[C@@H]1CCSS1.[Cl-]
1808295604,CO/N=C/1\CN(CC12CNC2)C3=C(C=C4C(=O)C(=CN(C4=N3)C5CC5)C(=O)O)F.C([C@H](C(=O)O)N)C(=O)O.O
1808295637,CO/N=C/1\CN(CC12CNC2)C3=C(C=C4C(=O)C(=CN(C4=N3)C5CC5)C(=O)O)F.C([C@H](C(=O)O)N)C(=O)O
1809010501,C1CC1CN[C@@H](C2=CC(=C(C=C2)F)NC(=O)C3=CC(=NN3C4=CC=CC(=C4)CN)C(F)(F)F)C5=CC=CC(=C5)C#N
1809249373,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4
1809266032,CC[C@@H]1[C@H](/C=C(/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)OCC4=CC=C(C=C4)F)(C)O)N(C)C)O)CC=O)C)\C)CO[C@H]5[C@@H]([C@@H]([C@@H]([C@H](O5)C)O)OC)OC
1809275691,COC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CC=C(C=C2)NS(=O)(=O)[O-])C3=CSC(=N3)C4=CC=CS4.[Na+]
1809323189,C1=CC=C(C=C1)S(=O)(=O)O.C1=CC(=CC=C1C2=CN=C(C=C2)C([C@](CN3C=NN=N3)(C4=C(C=C(C=C4)F)F)O)(F)F)OC(F)(F)F
1809336397,CC1=CC(=C(C(=O)N1)CNC(=O)C2=CC(=C3C(=C2C)O[C@@](O3)(C)C4CCC(CC4)N(C)C)Cl)C
1809336933,CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC(=C(C(=O)N1)CNC(=O)C2=CC(=C3C(=C2C)O[C@@](O3)(C)C4CCC(CC4)N(C)C)Cl)C
1809784299,CC(=O)N[C@H](CC1=CC=C(C=C1)O)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@H](CC2=CC=CC=C2)C(=O)N
1809911189,CC(C)C1=CC2=C(C=C1)[C@]3(CCC[C@@]([C@@H]3CC2)(C)C(=O)OC(CO)CO)C
1810001967,CCOC(=O)N1[C@@H]2CC[C@H]1CC(C2)N3CCC4(CC3)CC(=O)NC4
1810051967,C1CC1(C(=O)O)O/N=C(/C2=CSC(=N2)N)\C(=O)N[C@H]3[C@H](N(C3=O)S(=O)(=O)O)CN4CCOC4=O
